,0,1,2,3
0,1,CPTA320,0,0.0
1,1,CPTA320,1,0.0
2,1,CPTA320,2,0.0
3,1,CPTA320,3,0.0
4,1,CPTA320,4,0.0
5,1,CPTA320,5,0.0
6,1,CPTA320,6,0.0
7,1,CPTA320,7,0.0
8,1,CPTA320,8,0.0
9,1,CPTA320,9,0.0
10,1,CPTA320,10,0.0
11,1,CPTA320,11,0.0
12,1,CPTA320,12,0.0
13,1,CPTA320,13,0.0
14,1,CPTA320,14,0.0
15,1,CPTA320,15,0.0
16,1,CPTA320,16,0.0
17,1,CPTA320,17,0.0
18,1,CPTA320,18,0.0
19,1,CPTA320,19,0.0
20,1,CPTA320,20,0.0
21,1,CPTA320,21,0.0
22,1,CPTA320,22,0.0
23,1,CPTA320,23,0.0
24,1,CPTA320,24,0.0
25,1,CPTA320,25,0.0
26,1,CPTA330,0,0.0
27,1,CPTA330,1,0.0
28,1,CPTA330,2,0.0
29,1,CPTA330,3,0.0
30,1,CPTA330,4,0.0
31,1,CPTA330,5,0.0
32,1,CPTA330,6,0.0
33,1,CPTA330,7,0.0
34,1,CPTA330,8,0.0
35,1,CPTA330,9,0.0
36,1,CPTA330,10,0.0
37,1,CPTA330,11,0.0
38,1,CPTA330,12,0.0
39,1,CPTA330,13,0.0
40,1,CPTA330,14,0.0
41,1,CPTA330,15,0.0
42,1,CPTA330,16,0.0
43,1,CPTA330,17,0.0
44,1,CPTA330,18,0.0
45,1,CPTA330,19,0.0
46,1,CPTA330,20,0.0
47,1,CPTA330,21,0.0
48,1,CPTA330,22,0.0
49,1,CPTA330,23,0.0
50,1,CPTA330,24,0.0
51,1,CPTA330,25,0.0
52,1,FOA320,0,0.0
53,1,FOA320,1,0.0
54,1,FOA320,2,0.0
55,1,FOA320,3,0.0
56,1,FOA320,4,0.0
57,1,FOA320,5,0.0
58,1,FOA320,6,0.0
59,1,FOA320,7,0.0
60,1,FOA320,8,0.0
61,1,FOA320,9,0.0
62,1,FOA320,10,0.0
63,1,FOA320,11,0.0
64,1,FOA320,12,0.0
65,1,FOA320,13,0.0
66,1,FOA320,14,0.0
67,1,FOA320,15,0.0
68,1,FOA320,16,0.0
69,1,FOA320,17,0.0
70,1,FOA320,18,0.0
71,1,FOA320,19,0.0
72,1,FOA320,20,0.0
73,1,FOA320,21,0.0
74,1,FOA320,22,0.0
75,1,FOA320,23,0.0
76,1,FOA320,24,0.0
77,1,FOA320,25,0.0
78,1,FOA330,0,0.0
79,1,FOA330,1,0.0
80,1,FOA330,2,0.0
81,1,FOA330,3,0.0
82,1,FOA330,4,0.0
83,1,FOA330,5,0.0
84,1,FOA330,6,0.0
85,1,FOA330,7,0.0
86,1,FOA330,8,0.0
87,1,FOA330,9,0.0
88,1,FOA330,10,0.0
89,1,FOA330,11,0.0
90,1,FOA330,12,0.0
91,1,FOA330,13,0.0
92,1,FOA330,14,0.0
93,1,FOA330,15,0.0
94,1,FOA330,16,0.0
95,1,FOA330,17,0.0
96,1,FOA330,18,0.0
97,1,FOA330,19,0.0
98,1,FOA330,20,0.0
99,1,FOA330,21,0.0
100,1,FOA330,22,0.0
101,1,FOA330,23,0.0
102,1,FOA330,24,0.0
103,1,FOA330,25,0.0
104,2,CPTA320,0,0.0
105,2,CPTA320,1,0.0
106,2,CPTA320,2,0.0
107,2,CPTA320,3,0.0
108,2,CPTA320,4,0.0
109,2,CPTA320,5,0.0
110,2,CPTA320,6,0.0
111,2,CPTA320,7,0.0
112,2,CPTA320,8,0.0
113,2,CPTA320,9,0.0
114,2,CPTA320,10,0.0
115,2,CPTA320,11,0.0
116,2,CPTA320,12,0.0
117,2,CPTA320,13,0.0
118,2,CPTA320,14,0.0
119,2,CPTA320,15,0.0
120,2,CPTA320,16,0.0
121,2,CPTA320,17,0.0
122,2,CPTA320,18,0.0
123,2,CPTA320,19,0.0
124,2,CPTA320,20,0.0
125,2,CPTA320,21,0.0
126,2,CPTA320,22,0.0
127,2,CPTA320,23,0.0
128,2,CPTA320,24,0.0
129,2,CPTA320,25,0.0
130,2,CPTA330,0,0.0
131,2,CPTA330,1,0.0
132,2,CPTA330,2,0.0
133,2,CPTA330,3,0.0
134,2,CPTA330,4,0.0
135,2,CPTA330,5,0.0
136,2,CPTA330,6,0.0
137,2,CPTA330,7,0.0
138,2,CPTA330,8,0.0
139,2,CPTA330,9,0.0
140,2,CPTA330,10,0.0
141,2,CPTA330,11,0.0
142,2,CPTA330,12,0.0
143,2,CPTA330,13,0.0
144,2,CPTA330,14,0.0
145,2,CPTA330,15,0.0
146,2,CPTA330,16,0.0
147,2,CPTA330,17,0.0
148,2,CPTA330,18,0.0
149,2,CPTA330,19,0.0
150,2,CPTA330,20,0.0
151,2,CPTA330,21,0.0
152,2,CPTA330,22,0.0
153,2,CPTA330,23,0.0
154,2,CPTA330,24,0.0
155,2,CPTA330,25,0.0
156,2,FOA320,0,0.0
157,2,FOA320,1,0.0
158,2,FOA320,2,0.0
159,2,FOA320,3,0.0
160,2,FOA320,4,0.0
161,2,FOA320,5,0.0
162,2,FOA320,6,0.0
163,2,FOA320,7,0.0
164,2,FOA320,8,0.0
165,2,FOA320,9,0.0
166,2,FOA320,10,0.0
167,2,FOA320,11,0.0
168,2,FOA320,12,0.0
169,2,FOA320,13,0.0
170,2,FOA320,14,0.0
171,2,FOA320,15,0.0
172,2,FOA320,16,0.0
173,2,FOA320,17,0.0
174,2,FOA320,18,0.0
175,2,FOA320,19,0.0
176,2,FOA320,20,0.0
177,2,FOA320,21,0.0
178,2,FOA320,22,0.0
179,2,FOA320,23,0.0
180,2,FOA320,24,0.0
181,2,FOA320,25,0.0
182,2,FOA330,0,0.0
183,2,FOA330,1,0.0
184,2,FOA330,2,0.0
185,2,FOA330,3,0.0
186,2,FOA330,4,0.0
187,2,FOA330,5,0.0
188,2,FOA330,6,0.0
189,2,FOA330,7,0.0
190,2,FOA330,8,0.0
191,2,FOA330,9,0.0
192,2,FOA330,10,0.0
193,2,FOA330,11,0.0
194,2,FOA330,12,0.0
195,2,FOA330,13,0.0
196,2,FOA330,14,0.0
197,2,FOA330,15,0.0
198,2,FOA330,16,0.0
199,2,FOA330,17,0.0
200,2,FOA330,18,0.0
201,2,FOA330,19,0.0
202,2,FOA330,20,0.0
203,2,FOA330,21,0.0
204,2,FOA330,22,0.0
205,2,FOA330,23,0.0
206,2,FOA330,24,0.0
207,2,FOA330,25,0.0
